Day,Department,Section,course code,course name,teacher,time,room
Saturday,DBA,BBA-31-C,ACC 302,Taxation,MPS,8.30am-09.55am,308
Saturday,DBA,BBA-34-C,ACC201,Cost Accounting,MAA,8.30am-09.55am,214
Saturday,LLb,LLB 30,ADL 457,Administrative Law,ABT,8.30am-09.55am,110
Saturday,BFT,BFT-36,ART 123,Fas. Art & Elements of Design,RHS,8.30am-09.55am,D105L
Saturday,BFT,BFT-29,ART 321,Aesthetic of Art,MJU(GT),8.30am-09.55am,223L
Saturday,JRN,JRN-33,BPJ 304,Electronic Journalism,TAE,8.30am-09.55am,D305
Saturday,JRN,JRN-32,BPJ 309,Media Management,MDA,8.30am-09.55am,D304
Saturday,JRN,JRN-30,BPJ 413,Photo Journalism,MSZ,8.30am-09.55am,204
Saturday,BTE,BTE-36-D,PHY 111,Physics-l,MAH,8.30am-09.55am,221
Saturday,DBA,BBA-34-A,BUS 200,Business Communication,MSS2,8.30am-09.55am,208
Saturday,DBA,BBA-33-C,BUS 300,International Trade,MMR3,8.30am-09.55am,212
Saturday,BTE,BTE-33,BUS 321,Business Communicative English,MTA,8.30am-09.55am,D104L
Saturday,CEN,CEN-35,CEN 211,Mechanics of Solids I,DSK (GT),8.30am-09.55am,109L
Saturday,CEN,CEN-31,CEN 317,Design of Concrete Structures II,DAR (GT),8.30am-09.55am,CL1
Saturday,CEN,CEN-32,CEN 331,Environmental Engineering I,DAH (GT),8.30am-09.55am,CL2
Saturday,CSE,CSE 35-D-B,CHEM 111,Chemistry,MJA,8.30am-09.55am,206
Saturday,CSE,CSE-35-A,CSE 121,Structured Programming Language,NKC,8.30am-09.55am,206
Saturday,CSE,BTE-35-D,CSE 212,Intro. to Com. & Programming Tech.s,MJK,8.30am-09.55am,219
Saturday,CSE,CSE 32-D-B1,CSE 232,Operating System Concept Lab,MMR,8.30am-09.55am,B601L
Saturday,CSE,CSE-29-D-B,CSE 443,Mobile and Telecommunication,MTA4,8.30am-09.55am,111
Saturday,CSE,CSE-29-D-A,CSE 454,Digital Image Processing Lab,MMB,8.30am-09.55am,D204L
Saturday,DBA,BBA-33-E,MAT 101,Business Mathematics II,SRA,8.30am-09.55am,110
Saturday,DBA,BBA-29-B,MGT 302,Entrepreneurship & Small Business,MIA2,8.30am-09.55am,306
Saturday,EEE,EEE-31,EEE 312,Measurement and Instrument Lab,MHA,8.30am-09.55am,D205L
Saturday,EEE,EEE-32,EEE 323,Communication Theory,AJI,8.30am-09.55am,D201L
Saturday,EEE,EEE-31,EEE 339,Semiconductor Physics and Devices,AJI,8.30am-09.55am,D201L
Saturday,EEE,EEE-30,EEE 447,VLSI-I,QDH,8.30am-09.55am,301L
Saturday,ENG,ENF-35+36,ELIT 519,Career Planning and Development,MMI,8.30am-09.55am,117
Saturday,ENG,ENG-36A,ENG 101,Composition,MJA3,8.30am-09.55am,318
Saturday,ENG,ENG-30B,ENG 201,Technical Writing,MAY,8.30am-09.55am,B205
Saturday,ENG,ENG-30A,ENG 202,English for Professional Purpose,MIA,8.30am-09.55am,307
Saturday,ENG,ENG-31B,ENG 402,20th Century Poetry,RKM,8.30am-09.55am,222
Saturday,ENG,LLB 34-A,ENG103,English for Law,RRS,8.30am-09.55am,D301
Saturday,ENG,ENG-31A,ENL 306,Literary Theory-1,JBS(GT),8.30am-09.55am,211
Saturday,ENG,ENG-32A,ENL 307,19th Century Literature – II,MTM,8.30am-09.55am,D304
Saturday,ENG,ENG-31B,ENL 402,20th Century Poetry,RKM,8.30am-09.55am,118
Saturday,ENG,ENG-29A,ENL 405,Literary Theory –II,SKT,8.30am-09.55am,308
Saturday,DBA,BBA-31-C,FIN 301,Law & Practices of Banking,MWA,8.30am-09.55am,303L
Saturday,BFT,BFT-33,GMT 123,Clothing Materials and Store Management,MFC,8.30am-09.55am,D304
Saturday,ENG,ENG-33A,HIS 203,General History and Western History Highlights,MFC2,8.30am-09.55am,211
Saturday,LLM,LLM 36,IEL 427,International Environmental Law,ABT,8.30am-09.55am,219
Saturday,JRN,JRN-36,BPJ 103,Concept of Communication,MDA,8.30am-09.55am,221
Saturday,JRN,JRN-29,BPJ 410,Web Journalism,PKS,8.30am-09.55am,MLAB
Saturday,LLB,LLB-29,LRM 462,Legal Research Methodology,MAP,8.30am-09.55am,221
Saturday,LLB,LLB 36-B,LSB 153,Legal System of Bangladesh,KSI (GT),8.30am-09.55am,117
Saturday,DBA,BBA-35-C,MAT 100,Business Mathematics I,FAH,8.30am-09.55am,318
Saturday,DBA,BBA-33-E,MAT 101,Business Math II,SRA,8.30am-09.55am,206
Saturday,EEE,EEE-33,Math 215,Linear Algebra,MOG,8.30am-09.55am,301L
Saturday,BTE,BTE-30-D,MECH 425,Production Planning & Control,MSS,8.30am-09.55am,318
Saturday,DBA,BBA-31-D,MGT 300,Production and operation Management,MHF,8.30am-09.55am,307
Saturday,DBA,BBA-35-A,MIS 100,Com. Concept,MAE,8.30am-09.55am,222
Saturday,LLB,LLB-36A,MIS-100,Com. Concept,MAH3,8.30am-09.55am,307
Saturday,DBA,BBA-33-B,MKT 300,Marketing Management,MRC,8.30am-09.55am,111
Saturday,BFT,BFT-31,PAT 324,Advance Pattern: Men's Wear,AIT,8.30am-09.55am,D302L
Saturday,CSE ,CSE 36-A,PHY 111,Physics-I,MAH,8.30am-09.55am,306
Saturday,BFT,BFT-34,PHY 112,Physics lab,MMU,8.30am-09.55am,220L
Saturday,DBA,BBA-32-B,STS 201,Research Methodology,MAIS,8.30am-09.55am,113
Saturday,TEX,BTE-34,TEX 215,Fabric Manufacturing Engineering-l,NTH,8.30am-09.55am,101L
Saturday,TEX,BTE-29-WPE,TEX 485,Wet Processing Engineering -IV,MIK,8.30am-09.55am,302L
Saturday,TEX,BTE-29-AME,TEX 492,Apparel Manufacturing Engineering -III,MTJ,8.30am-09.55am,C602L
Saturday,DBA,BBA-31-B,ACC 302,Taxation,MSK,10.00am-11.25am,215
Saturday,LLM,LLM 36,ALT413,Advance Legal Theory,MSA,10.00am-11.25am,208
Saturday,BFT,BFT-36,ART 101,History of Art and Design,MJU(GT),10.00am-11.25am,D302L
Saturday,BFT,BFT-36,ART 123,Fas. Art & Elements of Design,RHS,10.00am-11.25am,D105L
Saturday,BFT,BFT-34,ART 222,Fas. Art & Fas. Illustration Lab II,RHS,10.00am-11.25am,D105L
Saturday,BFT,BFT-34,PHY 111,Physics,MMU,10.00am-11.25am,215
Saturday,BFT,BFT-30,QLT 421,ISO & Compliance,MAU,10.00am-11.25am,C510L
Saturday,JRN,JRN-35,BPJ 203,Interpersonal Organ. and Public Communication,MRA (GT),10.00am-11.25am,D304
Saturday,JRN,JRN-32,BPJ 210,Ethics of Journalism,DSU (GT),10.00am-11.25am,221
Saturday,JRN,JRN-33,BPJ 305,Mass Communication,TAE,10.00am-11.25am,D301
Saturday,JRN,JRN-32,BPJ 310,Environmental Reporting,MDA,10.00am-11.25am,D305
Saturday,JRN,JRN-30,BPJ 413,Photo Journalism,MSZ,10.00am-11.25am,204
Saturday,JRN,JRN-35+36,BPJ 603,Media Research & Cultural Analysis,MDA,10.00am-11.25am,LAB
Saturday,BTE,BTE-35-D,CSE 212,Intro. to Com. & Programming Tech.,MJK,10.00am-11.25am,222
Saturday,BTE,BTE-29-WPE,TEX 485,Wet Processing Engineering -IV,MIK,10.00am-11.25am,302L
Saturday,BFT,BFT-35,BUS 121,Principles of Accounting,MSS2,10.00am-11.25am,306
Saturday,DBA,BBA-33-C,BUS 300,International Trade,MMR3,10.00am-11.25am,112
Saturday,BTE,BTE-34,BUS 321,Business Communicative English,SKT,10.00am-11.25am,302L
Saturday,EEE,EEE-36,CEN 130,Engineering Drawing,MPH,10.00am-11.25am,109L
Saturday,CEN,CEN-35,CEN 211,Mechanics of Solids I,DSK (GT),10.00am-11.25am,109L
Saturday,CEN,CEN-32,CEN 311,Structural Analysis and Design I,JAB,10.00am-11.25am,D102L
Saturday,CEN,CEN-31,CEN 317,Design of Concrete Structures II,DAR (GT),10.00am-11.25am,CL1
Saturday,CEN,CEN-32,CEN 331,Environmental Engineering I,DAH (GT),10.00am-11.25am,CL2
Saturday,BTE,BTE-36-D,CHEM 111,Chemistry-l,MJA,10.00am-11.25am,204
Saturday,LLB,LLB 33B,COL 351,Company Law,ABT,10.00am-11.25am,119
Saturday,LLB,LLB-30,CRI 451,Criminology,MAP,10.00am-11.25am,218
Saturday,CSE,CSE-35-A,CSE 121,Structured Programming Language,NKC,10.00am-11.25am,206
Saturday,CSE,CSE 34-D-B,CSE 211,Object-Oriented Programming,ZRC,10.00am-11.25am,116
Saturday,CSE,CSE-32-D-B,CSE 221,Database Management Systems,MTM2,10.00am-11.25am,306
Saturday,CSE,CSE 32-D-B2,CSE 222,Database Management Systems Sessional,MAH3,10.00am-11.25am,B601L
Saturday,CSE,CSE 32-D-B1,CSE 232,Operating System Concept Lab,MMR,10.00am-11.25am,B601L
Saturday,CSE,CSE-33-D-B2,CSE 232,Operating System Lab,CF-1 (New),10.00am-11.25am,D202L
Saturday,CSE,CSE-31-D-C,CSE 322,Software Engineering Lab,MAI3,10.00am-11.25am,D204L
Saturday,CSE,CSE-30-D-B1,CSE 332,Pattern Recognition Lab,MSD,10.00am-11.25am,D202L
Saturday,CSE,CSE-30-B,CSE 411,Compiler,MMR,10.00am-11.25am,213
Saturday,CSE,CSE 32-D-B1,CSE 414,Micro. and Assembly Programming Lab,ARS,10.00am-11.25am,A303L
Saturday,CSE,CSE-29-D-A,CSE 453,Digital Image Processing,MKI(GT),10.00am-11.25am,308
Saturday,DBA,BBA-29-D,MGT 302,Entrepreneurship & Small Business,MRS2,10.00am-11.25am,308
Saturday,DBA,BBA-29-E,MGT 303,Operation & Management of NGOs,MAR2,10.00am-11.25am,116
Saturday,BTE,BTE-33,EEE 221,Elements of Electrical Engg. & Electronics,MNP,10.00am-11.25am,105L
Saturday,EEE,EEE-31,EEE 312,Measurement and Instrument Lab,MHA,10.00am-11.25am,D205L
Saturday,EEE,EEE-32,EEE 324,Communication Lab,AJI,10.00am-11.25am,D 201 L
Saturday,EEE,EEE-33,EEE 325,Digital Signal Processing I,DKC,10.00am-11.25am,117
